sku,categoria,subcategoria,tienda,demanda_promedio,desviacion_demanda,ventas_totales,precio_promedio,costo_unitario,precio_venta,lead_time,stock_actual,stock_seguridad,stock_en_transito,margen_promedio
HM000003,Abrigos,Basico,TIENDA001,1.7057057057057057,1.4175738215825033,568,87.18,40.5,68.38,7.0,87.0,18.0,22.0,27.879999999999995
HM000003,Abrigos,Basico,TIENDA002,1.562874251497006,1.048636524595823,522,87.18,40.5,68.38,7.0,2.0,21.0,13.0,27.879999999999995
HM000003,Abrigos,Basico,TIENDA003,1.808641975308642,1.3145244846131543,586,87.18,40.5,68.38,7.0,12.0,22.0,41.0,27.879999999999995
HM000003,Abrigos,Basico,TIENDA004,1.6932515337423313,1.1991344998972362,552,87.18,40.5,68.38,7.0,16.0,16.0,41.0,27.88
HM000003,Abrigos,Basico,TIENDA005,1.7596439169139466,1.3155787668836434,593,87.18,40.5,68.38,7.0,52.0,28.0,7.0,27.879999999999992
HM000003,Abrigos,Basico,TIENDA006,1.7753846153846153,1.3340311564224403,577,87.18,40.5,68.38,7.0,60.0,10.0,41.0,27.879999999999995
HM000003,Abrigos,Basico,TIENDA007,1.7530864197530864,1.3609399792729389,568,87.18,40.5,68.38,7.0,,,,27.879999999999995
HM000003,Abrigos,Basico,TIENDA008,1.6066066066066067,1.1240330053806862,535,87.18,40.5,68.38,7.0,,,,27.879999999999995
HM000003,Abrigos,Basico,TIENDA009,1.725609756097561,1.1928749714018156,566,87.18,40.5,68.38,7.0,,,,27.88
HM000003,Abrigos,Basico,TIENDA010,1.6717325227963526,1.1875203624210633,550,87.18,40.5,68.38,7.0,,,,27.879999999999995
HM000004,Camisetas,Temporada,TIENDA001,1.5555555555555556,0.937162300584181,490,98.92,37.49,19.15,7.0,34.0,22.0,47.0,-18.340000000000003
HM000004,Camisetas,Temporada,TIENDA002,1.51840490797546,0.9533577430924345,495,98.92,37.49,19.15,7.0,17.0,24.0,1.0,-18.340000000000003
HM000004,Camisetas,Temporada,TIENDA003,1.4478527607361964,0.8781335047132909,472,98.92,37.49,19.15,7.0,33.0,19.0,46.0,-18.340000000000003
HM000004,Camisetas,Temporada,TIENDA004,1.5196374622356494,0.8886870746516647,503,98.92,37.49,19.15,7.0,37.0,19.0,24.0,-18.340000000000003
HM000004,Camisetas,Temporada,TIENDA005,1.453416149068323,0.7928835387566256,468,98.92,37.49,19.15,7.0,32.0,21.0,7.0,-18.340000000000003
HM000004,Camisetas,Temporada,TIENDA006,1.436532507739938,0.7296917506444748,464,98.92,37.49,19.15,7.0,45.0,22.0,26.0,-18.340000000000003
HM000004,Camisetas,Temporada,TIENDA007,1.5382352941176471,0.8799687262753307,523,98.92,37.49,19.15,7.0,,,,-18.340000000000003
HM000004,Camisetas,Temporada,TIENDA008,1.4772036474164134,0.8265396338519525,486,98.92,37.49,19.15,7.0,,,,-18.340000000000003
HM000004,Camisetas,Temporada,TIENDA009,1.5921450151057401,1.0089592252915047,527,98.92,37.49,19.15,7.0,,,,-18.340000000000003
HM000004,Camisetas,Temporada,TIENDA010,1.510703363914373,0.8821900700600613,494,98.92,37.49,19.15,7.0,,,,-18.340000000000003
HM000005,Accesorios,Temporada,TIENDA001,1.6272727272727272,1.1314172534399487,537,36.55,35.92,56.41,7.0,57.0,32.0,39.0,20.489999999999995
HM000005,Accesorios,Temporada,TIENDA002,1.6890243902439024,1.1390758738987048,554,36.55,35.92,56.41,7.0,80.0,22.0,11.0,20.489999999999995
HM000005,Accesorios,Temporada,TIENDA003,1.658307210031348,1.1212014640265475,529,36.55,35.92,56.40999999999999,7.0,5.0,24.0,47.0,20.489999999999995
HM000005,Accesorios,Temporada,TIENDA004,1.848942598187311,1.433841132645016,612,36.55,35.92,56.41,7.0,15.0,16.0,0.0,20.489999999999995
HM000005,Accesorios,Temporada,TIENDA005,1.7423312883435582,1.2846500010878252,568,36.55,35.92,56.41,7.0,19.0,21.0,25.0,20.489999999999995
HM000005,Accesorios,Temporada,TIENDA006,1.72782874617737,1.3821570658326954,565,36.55,35.92,56.41,7.0,77.0,18.0,23.0,20.489999999999995
HM000005,Accesorios,Temporada,TIENDA007,1.7337461300309598,1.2794386472668668,560,36.55,35.92,56.410000000000004,7.0,,,,20.489999999999995
HM000005,Accesorios,Temporada,TIENDA008,1.6635802469135803,1.1675836323073976,539,36.55,35.92,56.410000000000004,7.0,,,,20.489999999999995
HM000005,Accesorios,Temporada,TIENDA009,1.7801204819277108,1.1902788461800937,591,36.55,35.92,56.41,7.0,,,,20.489999999999995
HM000005,Accesorios,Temporada,TIENDA010,1.6092307692307692,1.0234477974533243,523,36.55,35.92,56.41,7.0,,,,20.489999999999995
HM000006,Camisetas,Temporada,TIENDA001,1.725,1.4316178891604634,552,82.68,26.72,77.14,7.0,57.0,18.0,42.0,50.42
HM000006,Camisetas,Temporada,TIENDA002,1.7250755287009063,1.2768116933748435,571,82.68,26.72,77.14,7.0,24.0,15.0,29.0,50.42
HM000006,Camisetas,Temporada,TIENDA003,1.5887573964497042,1.1027848187199243,537,82.68,26.719999999999995,77.14,7.0,75.0,19.0,9.0,50.419999999999995
HM000006,Camisetas,Temporada,TIENDA004,1.6024464831804281,1.0542319665543625,524,82.68,26.720000000000002,77.14,7.0,91.0,24.0,24.0,50.42
HM000006,Camisetas,Temporada,TIENDA005,1.6246153846153846,1.097419921602704,528,82.68,26.72,77.14,7.0,52.0,16.0,25.0,50.42
HM000006,Camisetas,Temporada,TIENDA006,1.735202492211838,1.3468623396597623,557,82.68,26.719999999999995,77.14,7.0,71.0,21.0,12.0,50.42
HM000006,Camisetas,Temporada,TIENDA007,1.6697819314641744,1.1659182067355789,536,82.68,26.719999999999995,77.14,7.0,,,,50.42
HM000006,Camisetas,Temporada,TIENDA008,1.7176470588235293,1.4275978934110118,584,82.68,26.72,77.14,7.0,,,,50.419999999999995
HM000006,Camisetas,Temporada,TIENDA009,1.6542056074766356,1.2457638500508268,531,82.68,26.719999999999995,77.14,7.0,,,,50.42
HM000006,Camisetas,Temporada,TIENDA010,1.5884146341463414,1.1079859895030413,521,82.68,26.72,77.14,7.0,,,,50.42000000000001
HM000007,Vestidos,Basico,TIENDA001,1.480597014925373,0.7959927342163337,496,70.17,17.96,34.56,7.0,15.0,16.0,26.0,16.6
HM000007,Vestidos,Basico,TIENDA002,1.6439169139465875,1.0928202234106072,554,70.17,17.96,34.56,7.0,72.0,23.0,32.0,16.6
HM000007,Vestidos,Basico,TIENDA003,1.4328358208955223,0.7896008352025363,480,70.17,17.96,34.56,7.0,13.0,21.0,39.0,16.6
HM000007,Vestidos,Basico,TIENDA004,1.4849397590361446,0.8388682830814758,493,70.17,17.96,34.56,7.0,63.0,17.0,35.0,16.6
HM000007,Vestidos,Basico,TIENDA005,1.6295180722891567,0.9542886547216264,541,70.17,17.96,34.56,7.0,76.0,17.0,36.0,16.6
HM000007,Vestidos,Basico,TIENDA006,1.5809523809523809,0.9146467667445658,498,70.17,17.96,34.56,7.0,29.0,20.0,28.0,16.6
HM000007,Vestidos,Basico,TIENDA007,1.5479041916167664,0.8607796119464829,517,70.17,17.96,34.56,7.0,,,,16.6
HM000007,Vestidos,Basico,TIENDA008,1.5287009063444108,0.9542208330102055,506,70.17,17.96,34.56,7.0,,,,16.6
HM000007,Vestidos,Basico,TIENDA009,1.4727272727272727,0.8365774562390333,486,70.17,17.96,34.56,7.0,,,,16.6
HM000007,Vestidos,Basico,TIENDA010,1.5261538461538462,0.825944450624598,496,70.17,17.96,34.56,7.0,,,,16.6
HM000008,Abrigos,Basico,TIENDA001,1.510703363914373,0.8752081929816863,494,44.34,48.66,36.19,7.0,97.0,20.0,35.0,-12.47
HM000008,Abrigos,Basico,TIENDA002,1.545731707317073,0.9108822627575147,507,44.34,48.66,36.19,7.0,3.0,22.0,15.0,-12.47
HM000008,Abrigos,Basico,TIENDA003,1.5045871559633028,0.8787594422012418,492,44.34,48.66,36.19,7.0,39.0,13.0,36.0,-12.47
HM000008,Abrigos,Basico,TIENDA004,1.4294294294294294,0.7395692160142137,476,44.34,48.66,36.19,7.0,71.0,17.0,28.0,-12.47
HM000008,Abrigos,Basico,TIENDA005,1.4880952380952381,0.8672350659188928,500,44.34,48.66,36.19,7.0,99.0,21.0,9.0,-12.47
HM000008,Abrigos,Basico,TIENDA006,1.4712990936555892,0.821080849726173,487,44.34,48.66,36.19,7.0,75.0,13.0,33.0,-12.470000000000002
HM000008,Abrigos,Basico,TIENDA007,1.5266272189349113,0.8686090983097211,516,44.34,48.66,36.19,7.0,,,,-12.470000000000002
HM000008,Abrigos,Basico,TIENDA008,1.5368098159509203,0.9199636819062085,501,44.34,48.66,36.19,7.0,,,,-12.47
HM000008,Abrigos,Basico,TIENDA009,1.5,0.8951107426403806,492,44.34,48.66,36.19,7.0,,,,-12.47
HM000008,Abrigos,Basico,TIENDA010,1.5636363636363637,0.9078576879954205,516,44.34,48.66,36.19,7.0,,,,-12.47
HM000009,Camisetas,Temporada,TIENDA001,1.6555891238670695,1.1424815629052059,548,97.39,40.88,60.3,7.0,42.0,20.0,41.0,19.419999999999995
HM000009,Camisetas,Temporada,TIENDA002,1.7046153846153846,1.273717070502123,554,97.39,40.88,60.3,7.0,97.0,19.0,12.0,19.419999999999995
HM000009,Camisetas,Temporada,TIENDA003,1.6223564954682779,1.035424904631873,537,97.39,40.88,60.3,7.0,2.0,24.0,23.0,19.419999999999995
HM000009,Camisetas,Temporada,TIENDA004,1.701219512195122,1.0561014109445885,558,97.39,40.88,60.29999999999999,7.0,76.0,18.0,29.0,19.419999999999995
HM000009,Camisetas,Temporada,TIENDA005,1.7217125382262997,1.2305864742010135,563,97.39,40.88,60.3,7.0,97.0,23.0,0.0,19.419999999999995
HM000009,Camisetas,Temporada,TIENDA006,1.6223564954682779,1.1570528941230775,537,97.39,40.88,60.3,7.0,70.0,24.0,23.0,19.419999999999995
HM000009,Camisetas,Temporada,TIENDA007,1.6738461538461538,1.175138148311225,544,97.39,40.88,60.3,7.0,,,,19.419999999999995
HM000009,Camisetas,Temporada,TIENDA008,1.7424242424242424,1.1991715232891673,575,97.39,40.88,60.3,7.0,,,,19.419999999999995
HM000009,Camisetas,Temporada,TIENDA009,1.6476190476190475,1.1646132108327738,519,97.39,40.88,60.3,7.0,,,,19.419999999999995
HM000009,Camisetas,Temporada,TIENDA010,1.7409638554216869,1.1367559869717903,578,97.39,40.88,60.3,7.0,,,,19.419999999999995
HM000010,Accesorios,Temporada,TIENDA001,1.4276729559748427,0.7899935670133426,454,29.96,44.87,15.079999999999998,7.0,16.0,18.0,26.0,-29.79
HM000010,Accesorios,Temporada,TIENDA002,1.4376899696048633,0.853566128249842,473,29.96,44.87,15.079999999999998,7.0,93.0,27.0,14.0,-29.79
HM000010,Accesorios,Temporada,TIENDA003,1.5405405405405406,0.8585198503481882,513,29.96,44.87,15.080000000000002,7.0,47.0,20.0,18.0,-29.79
HM000010,Accesorios,Temporada,TIENDA004,1.4757575757575758,0.7645370504679144,487,29.960000000000004,44.87,15.079999999999998,7.0,72.0,28.0,2.0,-29.789999999999996
HM000010,Accesorios,Temporada,TIENDA005,1.5093167701863355,0.8173966151427694,486,29.96,44.87,15.08,7.0,81.0,19.0,36.0,-29.79
HM000010,Accesorios,Temporada,TIENDA006,1.4891640866873066,0.8928843524111972,481,29.96,44.87,15.08,7.0,80.0,21.0,46.0,-29.79
HM000010,Accesorios,Temporada,TIENDA007,1.4634146341463414,0.7812030548288142,480,29.960000000000004,44.87,15.08,7.0,,,,-29.789999999999996
HM000010,Accesorios,Temporada,TIENDA008,1.5285285285285286,0.8195263453114702,509,29.96,44.87,15.080000000000002,7.0,,,,-29.79
HM000010,Accesorios,Temporada,TIENDA009,1.4169184290030212,0.7715887914057457,469,29.96,44.87,15.080000000000002,7.0,,,,-29.79
HM000010,Accesorios,Temporada,TIENDA010,1.5479876160990713,0.9457426539751846,500,29.96,44.87,15.08,7.0,,,,-29.79
HM000011,Abrigos,Temporada,TIENDA001,1.5823170731707317,1.0662711026257683,519,73.11,23.44,33.13,7.0,18.0,21.0,47.0,9.69
HM000011,Abrigos,Temporada,TIENDA002,1.6189024390243902,1.024714183881763,531,73.11,23.44,33.13,7.0,49.0,17.0,1.0,9.69
HM000011,Abrigos,Temporada,TIENDA003,1.7361963190184049,1.1679210766743853,566,73.11,23.44,33.13,7.0,7.0,19.0,13.0,9.69
HM000011,Abrigos,Temporada,TIENDA004,1.6607142857142858,1.165833797544402,558,73.11,23.44,33.13,7.0,53.0,25.0,47.0,9.69
HM000011,Abrigos,Temporada,TIENDA005,1.6832298136645962,1.3622519391709604,542,73.11,23.44,33.13,7.0,71.0,21.0,30.0,9.69
HM000011,Abrigos,Temporada,TIENDA006,1.7078313253012047,1.2274056329417304,567,73.11,23.44,33.13,7.0,64.0,20.0,28.0,9.69
HM000011,Abrigos,Temporada,TIENDA007,1.6772151898734178,1.13119679475631,530,73.11,23.44,33.13,7.0,,,,9.69
HM000011,Abrigos,Temporada,TIENDA008,1.7492354740061162,1.3514787502880194,572,73.11,23.44,33.13,7.0,,,,9.69
HM000011,Abrigos,Temporada,TIENDA009,1.7355623100303952,1.3637219525772064,571,73.11,23.44,33.13,7.0,,,,9.69
HM000011,Abrigos,Temporada,TIENDA010,1.634441087613293,1.2586276456151324,541,73.11,23.44,33.13,7.0,,,,9.69
HM000012,Abrigos,Basico,TIENDA001,1.7116564417177915,1.1594371386701425,558,54.24,34.61,51.54,7.0,1.0,13.0,34.0,16.93
HM000012,Abrigos,Basico,TIENDA002,1.6435045317220545,1.1958685631932737,544,54.24000000000001,34.61,51.53999999999999,7.0,39.0,11.0,4.0,16.93
HM000012,Abrigos,Basico,TIENDA003,1.694189602446483,1.1530420690592318,554,54.24,34.61,51.53999999999999,7.0,89.0,21.0,23.0,16.93
HM000012,Abrigos,Basico,TIENDA004,1.6435045317220545,1.1831308423546891,544,54.24000000000001,34.61,51.53999999999999,7.0,81.0,21.0,47.0,16.93
HM000012,Abrigos,Basico,TIENDA005,1.715151515151515,1.2778499258130562,566,54.24,34.61,51.54,7.0,11.0,15.0,4.0,16.93
HM000012,Abrigos,Basico,TIENDA006,1.6437125748502994,0.9903464925958759,549,54.24,34.61,51.54,7.0,14.0,21.0,25.0,16.93
HM000012,Abrigos,Basico,TIENDA007,1.70392749244713,1.1428100590607173,564,54.24000000000001,34.61,51.53999999999999,7.0,,,,16.93
HM000012,Abrigos,Basico,TIENDA008,1.684887459807074,1.1261108795763852,524,54.239999999999995,34.61,51.54,7.0,,,,16.93
HM000012,Abrigos,Basico,TIENDA009,1.6666666666666667,1.1289682910644467,550,54.24,34.61,51.54,7.0,,,,16.93
HM000012,Abrigos,Basico,TIENDA010,1.6826347305389222,1.27385263859531,562,54.24,34.61,51.54,7.0,,,,16.93
HM000013,Accesorios,Temporada,TIENDA001,1.688821752265861,1.0458411729514936,559,79.0,37.91,17.39,7.0,67.0,21.0,34.0,-20.52
HM000013,Accesorios,Temporada,TIENDA002,1.6265060240963856,1.0961161136972686,540,79.0,37.91,17.39,7.0,38.0,22.0,46.0,-20.52
HM000013,Accesorios,Temporada,TIENDA003,1.603076923076923,1.0119607588231427,521,79.0,37.91,17.39,7.0,2.0,18.0,36.0,-20.52
HM000013,Accesorios,Temporada,TIENDA004,1.6426426426426426,1.0620429200742039,547,79.0,37.91,17.39,7.0,50.0,25.0,1.0,-20.52
HM000013,Accesorios,Temporada,TIENDA005,1.7230769230769232,1.2210561648199578,560,79.0,37.91,17.39,7.0,5.0,24.0,28.0,-20.52
HM000013,Accesorios,Temporada,TIENDA006,1.6174698795180722,1.023025952157569,537,79.0,37.91,17.39,7.0,69.0,23.0,18.0,-20.52
HM000013,Accesorios,Temporada,TIENDA007,1.647239263803681,1.1798728945068924,537,79.0,37.91,17.39,7.0,,,,-20.52
HM000013,Accesorios,Temporada,TIENDA008,1.6296296296296295,1.1010205729365747,528,79.0,37.91,17.39,7.0,,,,-20.52
HM000013,Accesorios,Temporada,TIENDA009,1.88,1.3679758860050704,611,79.0,37.91,17.39,7.0,,,,-20.52
HM000013,Accesorios,Temporada,TIENDA010,1.6097560975609757,1.0107204873912623,528,79.0,37.91,17.39,7.0,,,,-20.52
HM000014,Accesorios,Basico,TIENDA001,1.712962962962963,1.1989489147465784,555,91.56,16.74,46.53,7.0,72.0,19.0,46.0,29.790000000000003
HM000014,Accesorios,Basico,TIENDA002,1.762917933130699,1.2438968062447782,580,91.56,16.74,46.53,7.0,66.0,26.0,47.0,29.790000000000006
HM000014,Accesorios,Basico,TIENDA003,1.644776119402985,1.2121248209091078,551,91.56,16.74,46.53,7.0,49.0,14.0,40.0,29.790000000000003
HM000014,Accesorios,Basico,TIENDA004,1.75,1.2318163829112114,581,91.56,16.74,46.53,7.0,82.0,22.0,15.0,29.790000000000003
HM000014,Accesorios,Basico,TIENDA005,1.7138364779874213,1.1385960687954775,545,91.56,16.74,46.53,7.0,58.0,12.0,16.0,29.790000000000003
HM000014,Accesorios,Basico,TIENDA006,1.771604938271605,1.2255014332703464,574,91.56,16.74,46.53,7.0,84.0,16.0,25.0,29.790000000000003
HM000014,Accesorios,Basico,TIENDA007,1.6333333333333333,1.0205090411852462,539,91.56,16.74,46.53,7.0,,,,29.790000000000003
HM000014,Accesorios,Basico,TIENDA008,1.5945121951219512,0.9627148824054568,523,91.56,16.74,46.53,7.0,,,,29.790000000000003
HM000014,Accesorios,Basico,TIENDA009,1.715170278637771,1.240861834384938,554,91.56,16.74,46.53,7.0,,,,29.79
HM000014,Accesorios,Basico,TIENDA010,1.8253012048192772,1.293567013714927,606,91.56,16.74,46.53,7.0,,,,29.790000000000003
HM000015,Pantalones,Basico,TIENDA001,1.5151515151515151,0.8896982898051428,500,28.4,32.71,87.54,7.0,47.0,24.0,20.0,54.830000000000005
HM000015,Pantalones,Basico,TIENDA002,1.4791666666666667,0.7800768555068868,497,28.4,32.71,87.54,7.0,31.0,13.0,18.0,54.830000000000005
HM000015,Pantalones,Basico,TIENDA003,1.5833333333333333,0.9155519068396107,513,28.400000000000002,32.71,87.54,7.0,81.0,19.0,13.0,54.830000000000005
HM000015,Pantalones,Basico,TIENDA004,1.4477611940298507,0.8241050687611692,485,28.4,32.71,87.54,7.0,22.0,25.0,36.0,54.830000000000005
HM000015,Pantalones,Basico,TIENDA005,1.5365853658536586,0.8770972691792516,504,28.399999999999995,32.71,87.54,7.0,86.0,22.0,27.0,54.830000000000005
HM000015,Pantalones,Basico,TIENDA006,1.5507692307692307,0.8614019360012076,504,28.4,32.71,87.54,7.0,10.0,17.0,45.0,54.83
HM000015,Pantalones,Basico,TIENDA007,1.533132530120482,0.8907641957742448,509,28.4,32.71,87.54,7.0,,,,54.830000000000005
HM000015,Pantalones,Basico,TIENDA008,1.4969325153374233,0.8796798937294221,488,28.4,32.71,87.54,7.0,,,,54.830000000000005
HM000015,Pantalones,Basico,TIENDA009,1.5061349693251533,0.9038170850706968,491,28.4,32.71,87.54,7.0,,,,54.830000000000005
HM000015,Pantalones,Basico,TIENDA010,1.5825825825825826,0.9771161449797343,527,28.399999999999995,32.71,87.54,7.0,,,,54.83000000000001
HM000016,Camisetas,Temporada,TIENDA001,1.4580838323353293,0.8218363194054994,487,84.19,14.950000000000001,86.61,7.0,53.0,26.0,9.0,71.66
HM000016,Camisetas,Temporada,TIENDA002,1.51840490797546,0.882983701482383,495,84.19,14.95,86.61,7.0,23.0,16.0,48.0,71.66
HM000016,Camisetas,Temporada,TIENDA003,1.5327102803738317,0.8512977997887894,492,84.19,14.95,86.61,7.0,11.0,17.0,45.0,71.66
HM000016,Camisetas,Temporada,TIENDA004,1.4461077844311376,0.813788714858908,483,84.19,14.950000000000001,86.61,7.0,1.0,23.0,29.0,71.66
HM000016,Camisetas,Temporada,TIENDA005,1.4258675078864353,0.7237120520545604,452,84.19,14.95,86.61,7.0,17.0,19.0,6.0,71.66
HM000016,Camisetas,Temporada,TIENDA006,1.4759036144578312,0.870474449433644,490,84.19,14.95,86.61,7.0,15.0,20.0,4.0,71.66
HM000016,Camisetas,Temporada,TIENDA007,1.5495495495495495,0.957582977046383,516,84.19,14.949999999999998,86.61,7.0,,,,71.66
HM000016,Camisetas,Temporada,TIENDA008,1.5504587155963303,0.8842823702906973,507,84.19,14.95,86.61,7.0,,,,71.66
HM000016,Camisetas,Temporada,TIENDA009,1.510703363914373,0.8752081929816866,494,84.19,14.95,86.61,7.0,,,,71.66
HM000016,Camisetas,Temporada,TIENDA010,1.4817073170731707,0.8636212853284073,486,84.19,14.949999999999998,86.61,7.0,,,,71.66
HM000017,Vestidos,Basico,TIENDA001,1.5015673981191222,0.8499893012662617,479,35.86,6.790000000000001,25.17,7.0,78.0,30.0,43.0,18.380000000000003
HM000017,Vestidos,Basico,TIENDA002,1.5030864197530864,0.867359456018689,487,35.86,6.79,25.17,7.0,32.0,19.0,26.0,18.380000000000003
HM000017,Vestidos,Basico,TIENDA003,1.4754601226993864,0.8399701111561511,481,35.86,6.79,25.17,7.0,42.0,17.0,22.0,18.380000000000003
HM000017,Vestidos,Basico,TIENDA004,1.5225225225225225,0.9002695063030624,507,35.86,6.790000000000001,25.17,7.0,47.0,20.0,12.0,18.380000000000003
HM000017,Vestidos,Basico,TIENDA005,1.5542168674698795,0.8760390402010183,516,35.86,6.790000000000001,25.17,7.0,79.0,18.0,16.0,18.380000000000003
HM000017,Vestidos,Basico,TIENDA006,1.5248447204968945,0.8935581892050481,491,35.86,6.79,25.17,7.0,11.0,15.0,2.0,18.380000000000003
HM000017,Vestidos,Basico,TIENDA007,1.4789156626506024,0.786695274614874,491,35.86,6.790000000000001,25.17,7.0,,,,18.380000000000003
HM000017,Vestidos,Basico,TIENDA008,1.5210843373493976,0.8774661571331748,505,35.86,6.790000000000001,25.17,7.0,,,,18.380000000000003
HM000017,Vestidos,Basico,TIENDA009,1.4954128440366972,0.9524639008441274,489,35.86,6.79,25.17,7.0,,,,18.380000000000003
HM000017,Vestidos,Basico,TIENDA010,1.5088757396449703,0.8269808030471457,510,35.86,6.79,25.17,7.0,,,,18.380000000000003
HM000018,Camisetas,Temporada,TIENDA001,1.7076923076923076,1.1155892663548166,555,61.78,11.49,27.35,7.0,92.0,20.0,10.0,15.86
HM000018,Camisetas,Temporada,TIENDA002,1.6394984326018809,1.024146092770537,523,61.78,11.49,27.349999999999998,7.0,13.0,12.0,18.0,15.860000000000001
HM000018,Camisetas,Temporada,TIENDA003,1.6352201257861636,1.0104899873245974,520,61.78,11.49,27.350000000000005,7.0,87.0,19.0,6.0,15.86
HM000018,Camisetas,Temporada,TIENDA004,1.70125786163522,1.1213718176799774,541,61.78,11.49,27.350000000000005,7.0,97.0,25.0,20.0,15.86
HM000018,Camisetas,Temporada,TIENDA005,1.6823899371069182,1.1385437924573714,535,61.78,11.49,27.350000000000005,7.0,76.0,17.0,13.0,15.86
HM000018,Camisetas,Temporada,TIENDA006,1.6036036036036037,1.0580666553747409,534,61.78000000000001,11.49,27.350000000000005,7.0,41.0,20.0,25.0,15.860000000000001
HM000018,Camisetas,Temporada,TIENDA007,1.5813253012048192,1.0087295962700555,525,61.779999999999994,11.49,27.35,7.0,,,,15.86
HM000018,Camisetas,Temporada,TIENDA008,1.625748502994012,1.0400660681172147,543,61.78,11.49,27.349999999999998,7.0,,,,15.86
HM000018,Camisetas,Temporada,TIENDA009,1.6567164179104477,1.1392853995973238,555,61.78,11.49,27.35,7.0,,,,15.859999999999998
HM000018,Camisetas,Temporada,TIENDA010,1.6553846153846155,1.0934754268029263,538,61.78,11.49,27.35,7.0,,,,15.86
HM000019,Abrigos,Premium,TIENDA001,1.5654761904761905,0.9597255885937208,526,95.1,7.69,45.77,7.0,81.0,18.0,31.0,38.080000000000005
HM000019,Abrigos,Premium,TIENDA002,1.4790419161676647,0.8722503659732458,494,95.1,7.69,45.77,7.0,4.0,16.0,25.0,38.080000000000005
HM000019,Abrigos,Premium,TIENDA003,1.412121212121212,0.7717495127895626,466,95.1,7.69,45.77,7.0,1.0,31.0,17.0,38.080000000000005
HM000019,Abrigos,Premium,TIENDA004,1.492063492063492,0.8384284638235693,470,95.1,7.6899999999999995,45.77,7.0,22.0,22.0,14.0,38.080000000000005
HM000019,Abrigos,Premium,TIENDA005,1.4858934169278997,0.8461650826492967,474,95.1,7.69,45.77,7.0,97.0,28.0,33.0,38.080000000000005
HM000019,Abrigos,Premium,TIENDA006,1.4376899696048633,0.7427959793932271,473,95.1,7.69,45.77,7.0,73.0,29.0,21.0,38.080000000000005
