sku,categoria,subcategoria,tienda,demanda_promedio,desviacion_demanda,ventas_totales,precio_promedio,costo_unitario,precio_venta,lead_time,stock_actual,stock_seguridad,stock_en_transito,margen_promedio,D,H,Q_opt,D_L,sigma_L,s_reorder,CTA,CTE,escenario
HM000002,Camisetas,Temporada,TIENDA001,1.503125,0.7878323799731571,481,91.37,34.6,40.98,7.0,86.0,23.0,30.0,6.379999999999996,78.16250000000001,5.19,17.35523664261026,10.521875,2.0844085522131173,13.961149111151643,90.07367817514728,166.9944541751473,Escenario 1
HM000002,Camisetas,Temporada,TIENDA002,1.5700934579439252,0.9230941467360296,504,91.37,34.6,40.98,7.0,86.0,20.0,25.0,6.379999999999996,81.64485981308411,5.19,17.737636179528497,10.990654205607477,2.4422775489629003,15.020412161396262,92.0583317717529,172.40253534184635,Escenario 1
HM000002,Camisetas,Temporada,TIENDA003,1.5396341463414631,0.9310885347943926,505,91.37,34.6,40.98,7.0,28.0,22.0,41.0,6.379999999999997,80.06097560975608,5.19,17.56474130821441,10.777439024390242,2.463428711649473,14.842096398611872,91.16100738963277,169.94813095060837,Escenario 1
HM000002,Camisetas,Temporada,TIENDA004,1.4617737003058104,0.8422730188020451,478,91.37,34.6,40.98,7.0,41.0,16.0,1.0,6.379999999999996,76.01223241590215,5.19,17.114848640637046,10.232415902140673,2.2284449437698415,13.90935005936091,88.82606444490628,163.6329620045393,Escenario 1
HM000002,Camisetas,Temporada,TIENDA005,1.3982035928143712,0.7270800587823495,467,91.37,34.6,40.98,7.0,59.0,20.0,18.0,6.379999999999996,72.7065868263473,5.19,16.738564016736287,9.7874251497006,1.9236730187723208,12.961485630674929,86.87314724686132,158.43034091153194,Escenario 1
HM000002,Camisetas,Temporada,TIENDA006,1.5106382978723405,0.8593332035644345,497,91.37,34.6,40.98,7.0,58.0,19.0,27.0,6.379999999999996,78.55319148936171,5.19,17.398557233095545,10.574468085106384,2.2735819499719376,14.325878302560081,90.29851203976588,167.60336782699991,Escenario 1
HM000002,Camisetas,Temporada,TIENDA007,1.4817073170731707,0.8274537116730988,486,91.37,34.6,40.98,7.0,,,,6.379999999999997,77.04878048780488,5.19,17.231147637150436,10.371951219512194,2.189236742504363,13.984191844644393,89.42965623681076,165.25556028559123,Escenario 1
HM000002,Camisetas,Temporada,TIENDA008,1.492354740061162,0.8097013136532244,488,91.37,34.6,40.98,7.0,,,,6.379999999999996,77.60244648318043,5.19,17.29294759559653,10.446483180428135,2.14226831216874,13.981225895506556,89.750398021146,166.1205983330726,Escenario 1
HM000002,Camisetas,Temporada,TIENDA009,1.5198776758409789,0.8429076085340805,497,91.37,34.6,40.98,7.0,,,,6.379999999999996,79.03363914373091,5.19,17.451682722332734,10.639143730886852,2.2301239103853625,14.3188481830227,90.5742333289069,168.3514061178977,Escenario 1
HM000002,Camisetas,Temporada,TIENDA010,1.478395061728395,0.7885574190858597,479,91.37,34.6,40.98,7.0,,,,6.379999999999997,76.87654320987654,5.19,17.211877335878942,10.348765432098764,2.086326825396123,13.791204694002367,89.3296433732117,164.98622492876726,Escenario 1
HM000003,Abrigos,Basico,TIENDA001,1.7057057057057057,1.4175738215825031,568,87.18,40.5,68.38,7.0,87.0,18.0,22.0,27.879999999999995,88.69669669669669,6.075,17.08817093292159,11.93993993993994,3.7505477969827496,18.128343804961474,103.81063841749865,191.36039009317432,Escenario 1
HM000003,Abrigos,Basico,TIENDA002,1.562874251497006,1.048636524595823,522,87.18,40.5,68.38,7.0,2.0,21.0,13.0,27.879999999999995,81.26946107784431,6.075,16.35707129428237,10.940119760479043,2.7744314597796143,15.517931669115406,99.36920811276542,179.61741584929234,Escenario 1
HM000003,Abrigos,Basico,TIENDA003,1.808641975308642,1.3145244846131543,586,87.18,40.5,68.38,7.0,12.0,22.0,41.0,27.879999999999995,94.04938271604938,6.075,17.59623816101307,12.660493827160494,3.4779048785917586,18.399036876836895,106.8971468281544,199.70900060593218,Escenario 1
HM000003,Abrigos,Basico,TIENDA004,1.6932515337423313,1.1991344998972362,552,87.18,40.5,68.38,7.0,16.0,16.0,41.0,27.88,88.04907975460122,6.075,17.02567219217482,11.85276073619632,3.172611675245895,17.087570000352045,103.43095856746204,190.34405297237,Escenario 1
HM000003,Abrigos,Basico,TIENDA005,1.7596439169139466,1.3155787668836434,593,87.18,40.5,68.38,7.0,52.0,28.0,7.0,27.879999999999992,91.50148367952522,6.075,17.356251105664533,12.317507418397627,3.480694247291137,18.060652926428002,105.43922546691206,195.746298499553,Escenario 1
HM000003,Abrigos,Basico,TIENDA006,1.7753846153846151,1.3340311564224403,577,87.18,40.5,68.38,7.0,60.0,10.0,41.0,27.879999999999995,92.32,6.075,17.43370747656966,12.427692307692306,3.5295146811056837,18.251391531516685,105.90977292016066,197.0215104586222,Escenario 1
HM000003,Abrigos,Basico,TIENDA007,1.7530864197530864,1.3609399792729389,568,87.18,40.5,68.38,7.0,,,,27.879999999999995,91.1604938271605,6.075,17.323880977017772,12.271604938271604,3.600708734441595,18.212774350100236,105.24257693538296,195.2144307131607,Escenario 1
HM000003,Abrigos,Basico,TIENDA008,1.6066066066066067,1.1240330053806862,535,87.18,40.5,68.38,7.0,,,,27.879999999999995,83.54354354354355,6.075,16.584344200821953,11.246246246246248,2.9739117976658225,16.153200712394856,100.74989101999338,183.2336967497231,Escenario 1
HM000003,Abrigos,Basico,TIENDA009,1.725609756097561,1.1928749714018156,566,87.18,40.5,68.38,7.0,,,,27.88,89.73170731707317,6.075,17.187583547560028,12.079268292682926,3.15605051952249,17.286751649895034,104.41457005142718,192.98181678313446,Escenario 1
HM000003,Abrigos,Basico,TIENDA010,1.6717325227963526,1.1875203624210633,550,87.18,40.5,68.38,7.0,,,,27.879999999999995,86.93009118541033,6.075,16.917139256103688,11.702127659574469,3.141883555791426,16.886235526630323,102.7716209808299,188.58466354617943,Escenario 1
HM000004,Camisetas,Temporada,TIENDA001,1.5555555555555556,0.937162300584181,490,98.92,37.49,19.15,7.0,34.0,22.0,47.0,-18.340000000000003,80.88888888888889,5.6235,16.961180777857795,10.88888888888889,2.479498385450905,14.980061224882881,95.3812001042833,174.66828210428326,Escenario 1
HM000004,Camisetas,Temporada,TIENDA002,1.51840490797546,0.9533577430924344,495,98.92,37.49,19.15,7.0,17.0,24.0,1.0,-18.340000000000003,78.95705521472392,5.6235,16.757418633951094,10.62883435582822,2.5223474987003875,14.79070772868386,94.23534368802396,171.6232845837295,Escenario 1
HM000004,Camisetas,Temporada,TIENDA003,1.4478527607361964,0.8781335047132909,472,98.92,37.49,19.15,7.0,33.0,19.0,46.0,-18.340000000000003,75.28834355828221,5.6235,16.363474317873106,10.134969325153374,2.323322871384933,13.968452062938514,92.01999782655942,165.80131295539377,Escenario 1
HM000004,Camisetas,Temporada,TIENDA004,1.5196374622356494,0.8886870746516647,503,98.92,37.49,19.15,7.0,37.0,19.0,24.0,-18.340000000000003,79.02114803625378,5.6235,16.764218611281965,10.637462235649545,2.351244992885798,14.517016473911111,94.27358336054412,171.7245324300305,Escenario 1
HM000004,Camisetas,Temporada,TIENDA005,1.453416149068323,0.7928835387566256,468,98.92,37.49,19.15,7.0,32.0,21.0,7.0,-18.340000000000003,75.5776397515528,5.6235,16.394882579868998,10.173913043478262,2.0977726621868746,13.635237936086604,92.19662218789333,166.26233772826598,Escenario 1
HM000004,Camisetas,Temporada,TIENDA006,1.436532507739938,0.7296917506444748,464,98.92,37.49,19.15,7.0,45.0,22.0,26.0,-18.340000000000003,74.69969040247678,5.6235,16.299378653003906,10.055727554179565,1.9305829059406356,13.241189348981614,91.65955585516745,164.8621796508331,Escenario 1
HM000004,Camisetas,Temporada,TIENDA007,1.5382352941176471,0.8799687262753307,523,98.92,37.49,19.15,7.0,,,,-18.340000000000003,79.98823529411766,5.6235,16.866489714989104,10.76764705882353,2.3281784112387944,14.60914143736754,94.84870491224123,173.25037514753535,Escenario 1
HM000004,Camisetas,Temporada,TIENDA008,1.4772036474164134,0.8265396338519525,486,98.92,37.49,19.15,7.0,,,,-18.340000000000003,76.8145896656535,5.6235,16.52850241465694,10.340425531914894,2.18681831991065,13.948675759767466,92.94803332882331,168.22976578475036,Escenario 1
HM000004,Camisetas,Temporada,TIENDA009,1.59214501510574,1.0089592252915047,527,98.92,37.49,19.15,7.0,,,,-18.340000000000003,82.79154078549847,5.6235,17.159500061992407,11.14501510574018,2.6694551931257124,15.549616174397606,96.49644859861431,177.6539837708197,Escenario 1
HM000004,Camisetas,Temporada,TIENDA010,1.510703363914373,0.8821900700600613,494,98.92,37.49,19.15,7.0,,,,-18.340000000000003,78.5565749235474,5.6235,16.714866721974705,10.57492354740061,2.3340555344695706,14.426115179275401,93.99605301102476,170.9902909743275,Escenario 1
HM000005,Accesorios,Temporada,TIENDA001,1.6272727272727272,1.1314172534399487,537,36.55,35.92,56.41,7.0,57.0,32.0,39.0,20.489999999999995,84.61818181818181,5.388,17.722829075689614,11.39090909090909,2.9934486816498427,16.33009941563133,95.49060305981564,178.93700787799747,Escenario 1
HM000005,Accesorios,Temporada,TIENDA002,1.6890243902439024,1.1390758738987048,554,36.55,35.92,56.41,7.0,80.0,22.0,11.0,20.489999999999995,87.82926829268293,5.388,18.055970504825595,11.823170731707316,3.0137114867695427,16.795794684877063,97.2855690800003,183.8887189092686,Escenario 1
HM000005,Accesorios,Temporada,TIENDA003,1.658307210031348,1.1212014640265475,529,36.55,35.92,56.40999999999999,7.0,5.0,24.0,47.0,20.489999999999995,86.2319749216301,5.388,17.89103109856921,11.608150470219437,2.9664202434157767,16.50274387185547,96.39687555909092,181.42976313589344,Escenario 1
HM000005,Accesorios,Temporada,TIENDA004,1.848942598187311,1.433841132645016,612,36.55,35.92,56.41,7.0,15.0,16.0,0.0,20.489999999999995,96.14501510574017,5.388,18.891419426162503,12.942598187311178,3.7935870565538887,19.202016830625094,101.78696786816356,196.56513648749888,Escenario 1
HM000005,Accesorios,Temporada,TIENDA005,1.7423312883435582,1.2846500010878252,568,36.55,35.92,56.41,7.0,19.0,21.0,25.0,20.489999999999995,90.60122699386503,5.388,18.33868724488939,12.196319018404907,3.3988644246372415,17.804445319056356,98.80884687546401,188.13704533558672,Escenario 1
HM000005,Accesorios,Temporada,TIENDA006,1.72782874617737,1.3821570658326954,565,36.55,35.92,56.41,7.0,77.0,18.0,23.0,20.489999999999995,89.84709480122324,5.388,18.26220542535482,12.094801223241591,3.6568438690240415,18.128593607131258,98.39676283181177,186.98359133639894,Escenario 1
HM000005,Accesorios,Temporada,TIENDA007,1.7337461300309598,1.2794386472668668,560,36.55,35.92,56.41,7.0,,,,20.489999999999995,90.15479876160991,5.388,18.29345045306868,12.136222910216718,3.385076478433019,17.7215990996312,98.56511104113403,187.45443620831668,Escenario 1
HM000005,Accesorios,Temporada,TIENDA008,1.6635802469135803,1.1675836323073976,539,36.55,35.92,56.41,7.0,,,,20.489999999999995,86.50617283950618,5.388,17.91945321189135,11.645061728395062,3.0891359259548543,16.74213600622057,96.5500139056706,181.8524591278928,Escenario 1
HM000005,Accesorios,Temporada,TIENDA009,1.7801204819277108,1.1902788461800935,591,36.55,35.92,56.41,7.0,,,,20.489999999999995,92.56626506024097,5.388,18.536493136605387,12.460843373493976,3.1491818178134308,17.656993372886134,99.87462502002982,191.1346070561744,Escenario 1
HM000005,Accesorios,Temporada,TIENDA010,1.6092307692307692,1.0234477974533245,523,36.55,35.92,56.41,7.0,,,,20.489999999999995,83.68,5.388,17.62430662786038,11.264615384615384,2.707788351918301,15.73246616528058,94.95976411091175,177.48386403398868,Escenario 1
HM000006,Camisetas,Temporada,TIENDA001,1.725,1.4316178891604634,552,82.68,26.72,77.14,7.0,57.0,18.0,42.0,50.42,89.7,4.008,21.15667247983864,12.075000000000001,3.787704907189818,18.3247130968632,84.79594329919328,173.6182772991933,Escenario 1
HM000006,Camisetas,Temporada,TIENDA002,1.7250755287009063,1.2768116933748437,571,82.68,26.72,77.14,7.0,24.0,15.0,29.0,50.42,89.70392749244712,4.008,21.15713564462037,12.075528700906345,3.378126211729093,17.649436950259346,84.79779966363844,173.6239946908288,Escenario 1
HM000006,Camisetas,Temporada,TIENDA003,1.5887573964497042,1.1027848187199245,537,82.68,26.719999999999995,77.14,7.0,75.0,19.0,9.0,50.42,82.61538461538461,4.007999999999999,20.304000055172438,11.121301775147929,2.917694379950367,15.935497502066035,81.3784322211311,163.23604432764,Escenario 1
HM000006,Camisetas,Temporada,TIENDA004,1.602446483180428,1.0542319665543625,524,82.68,26.72,77.14,7.0,91.0,24.0,24.0,50.42,83.32721712538225,4.008,20.39128433114413,11.217125382262996,2.7892356076774063,15.819364134930716,81.72826759922566,164.28566581940916,Escenario 1
HM000006,Camisetas,Temporada,TIENDA005,1.6246153846153846,1.097419921602704,528,82.68,26.72,77.14,7.0,52.0,16.0,25.0,50.42,84.48,4.008,20.531850531005357,11.372307692307691,2.903500196368755,16.163083016316136,82.29165692826948,165.98232938980794,Escenario 1
HM000006,Camisetas,Temporada,TIENDA006,1.735202492211838,1.3468623396597623,557,82.68,26.719999999999995,77.14,7.0,71.0,21.0,12.0,50.42,90.23052959501558,4.007999999999999,21.219145687037038,12.146417445482866,3.5634628009783382,18.026131067097126,85.04633591364444,174.3902213155136,Escenario 1
HM000006,Camisetas,Temporada,TIENDA007,1.6697819314641744,1.1659182067355789,536,82.68,26.719999999999995,77.14,7.0,,,,50.42,86.82866043613707,4.007999999999999,20.81530083095891,11.688473520249222,3.0847296240647344,16.778277399956032,83.4277257304833,169.4273120669319,Escenario 1
HM000006,Camisetas,Temporada,TIENDA008,1.7176470588235293,1.4275978934110118,584,82.68,26.72,77.14,7.0,,,,50.42,89.31764705882352,4.008,21.1115333789589,12.023529411764706,3.7770689981652326,18.255693258737338,84.61502578286726,173.0614774299261,Escenario 1
HM000006,Camisetas,Temporada,TIENDA009,1.6542056074766356,1.2457638500508268,531,82.68,26.719999999999995,77.14,7.0,,,,50.42,86.01869158878505,4.007999999999999,20.717987063611883,11.57943925233645,3.295981339548847,17.017808462592047,83.03769215095642,168.24101680516202,Escenario 1
HM000006,Camisetas,Temporada,TIENDA010,1.5884146341463414,1.1079859895030413,521,82.68,26.72,77.14,7.0,,,,50.42000000000001,82.59756097560975,4.008,20.30180972037233,11.11890243902439,2.9314553843688693,15.955803823233024,81.36965335925228,163.20974345681327,Escenario 1
HM000007,Vestidos,Basico,TIENDA001,1.480597014925373,0.7959927342163337,496,70.17,17.96,34.56,7.0,15.0,16.0,26.0,16.6,76.9910447761194,2.694,23.90761803836064,10.364179104477612,2.105998820150753,13.839077157726354,64.40712299534356,140.3060623983286,Escenario 1
HM000007,Vestidos,Basico,TIENDA002,1.6439169139465877,1.0928202234106072,554,70.17,17.96,34.56,7.0,72.0,23.0,32.0,16.6,85.48367952522256,2.694,25.191719147857253,11.507418397626115,2.891330538846513,16.278113786722862,67.86649138432745,152.114344025277,Escenario 1
HM000007,Vestidos,Basico,TIENDA003,1.4328358208955223,0.7896008352025363,480,70.17,17.96,34.56,7.0,13.0,21.0,39.0,16.6,74.50746268656717,2.694,23.518850372417063,10.029850746268655,2.0890874449548065,13.476845030444085,63.359782903291574,136.81717006747067,Escenario 1
HM000007,Vestidos,Basico,TIENDA004,1.4849397590361446,0.8388682830814758,493,70.17,17.96,34.56,7.0,63.0,17.0,35.0,16.6,77.21686746987952,2.694,23.94265412370981,10.394578313253012,2.2194368597733165,14.056649131878984,64.50151020927424,140.62245069120192,Escenario 1
HM000007,Vestidos,Basico,TIENDA005,1.629518072289157,0.9542886547216264,541,70.17,17.96,34.56,7.0,76.0,17.0,36.0,16.6,84.73493975903617,2.694,25.081151104964917,11.406626506024098,2.5248104593638074,15.57256376397438,67.56862107677549,151.08040493219718,Escenario 1
HM000007,Vestidos,Basico,TIENDA006,1.5809523809523809,0.9146467667445658,498,70.17,17.96,34.56,7.0,29.0,20.0,28.0,16.6,82.2095238095238,2.694,24.70456825611486,11.066666666666666,2.4199278822754238,15.059547672421115,66.55410688197342,147.58321259625913,Escenario 1
HM000007,Vestidos,Basico,TIENDA007,1.5479041916167664,0.8607796119464829,517,70.17,17.96,34.56,7.0,,,,16.6,80.49101796407186,2.694,24.444992710719124,10.835329341317365,2.2774087868450765,14.593053839611741,65.85481036267731,145.1944926381264,Escenario 1
HM000007,Vestidos,Basico,TIENDA008,1.5287009063444108,0.9542208330102055,506,70.17,17.96,34.56,7.0,,,,16.6,79.49244712990937,2.694,24.292887305638754,10.700906344410875,2.5246310199818973,14.866547527381005,65.4450384013908,143.80304873371708,Escenario 1
HM000007,Vestidos,Basico,TIENDA009,1.4727272727272729,0.8365774562390333,486,70.17,17.96,34.56,7.0,,,,16.6,76.58181818181819,2.694,23.843995909226592,10.30909090909091,2.213375901651503,13.96116114681589,64.23572497945644,139.7323631612746,Escenario 1
HM000007,Vestidos,Basico,TIENDA010,1.5261538461538462,0.825944450624598,496,70.17,17.96,34.56,7.0,,,,16.6,79.36,2.694,24.272640951036543,10.683076923076923,2.1852436131065534,14.288728884702735,65.39049472209244,143.61829933747703,Escenario 1
HM000008,Abrigos,Basico,TIENDA001,1.510703363914373,0.8752081929816863,494,44.34,48.66,36.19,7.0,97.0,20.0,35.0,-12.47,78.5565749235474,7.2989999999999995,14.671502296996273,10.57492354740061,2.315583224035768,14.395635867059628,107.08729526577581,184.15608222907855,Escenario 1
HM000008,Abrigos,Basico,TIENDA002,1.545731707317073,0.9108822627575148,507,44.34,48.66,36.19,7.0,3.0,22.0,15.0,-12.47,80.3780487804878,7.2989999999999995,14.840620023659254,10.820121951219512,2.409967940916176,14.796569053731202,108.3216855526889,187.18112143073768,Escenario 1
HM000008,Abrigos,Basico,TIENDA003,1.5045871559633028,0.8787594422012418,492,44.34,48.66,36.19,7.0,39.0,13.0,36.0,-12.47,78.23853211009175,7.2989999999999995,14.641772778510292,10.53211009174312,2.324978946314324,14.368325353161755,106.87029951034663,183.6264259231907,Escenario 1
HM000008,Abrigos,Basico,TIENDA004,1.4294294294294294,0.7395692160142137,476,44.34,48.66,36.19,7.0,71.0,17.0,28.0,-12.47,74.33033033033033,7.2989999999999995,14.27139239853007,10.006006006006006,1.9567162228926174,13.234587773778824,104.16689311687097,177.08095654930338,Escenario 1
HM000008,Abrigos,Basico,TIENDA005,1.488095238095238,0.8672350659188928,500,44.34,48.66,36.19,7.0,99.0,21.0,9.0,-12.47,77.38095238095237,7.2989999999999995,14.561306764677173,10.416666666666666,2.2944883126560973,14.202572382549226,106.28297807537868,182.19603764680724,Escenario 1
HM000008,Abrigos,Basico,TIENDA006,1.4712990936555892,0.821080849726173,487,44.34,48.66,36.19,7.0,75.0,13.0,33.0,-12.470000000000002,76.50755287009063,7.2989999999999995,14.478896763453816,10.299093655589125,2.1723757346530506,13.883513617766658,105.6814674764494,180.7359081441231,Escenario 1
HM000008,Abrigos,Basico,TIENDA007,1.5266272189349113,0.8686090983097211,516,44.34,48.66,36.19,7.0,,,,-12.470000000000002,79.38461538461539,7.2989999999999995,14.74862347691951,10.68639053254438,2.2981236606555764,14.47829457262608,107.6502027580355,185.5330171899882,Escenario 1
HM000008,Abrigos,Basico,TIENDA008,1.5368098159509205,0.9199636819062084,501,44.34,48.66,36.19,7.0,,,,-12.47,79.91411042944786,7.2989999999999995,14.797728358399347,10.757668711656443,2.433995117535159,14.773760655589456,108.00861928795682,186.41196807936788,Escenario 1
HM000008,Abrigos,Basico,TIENDA009,1.5,0.8951107426403806,492,44.34,48.66,36.19,7.0,,,,-12.47,78.0,7.2989999999999995,14.619435964926742,10.5,2.3682404208887866,14.407596694466498,106.70726310800029,183.2288941080003,Escenario 1
HM000008,Abrigos,Basico,TIENDA010,1.5636363636363635,0.9078576879954204,516,44.34,48.66,36.19,7.0,,,,-12.47,81.3090909090909,7.2989999999999995,14.926324146002994,10.945454545454545,2.401965668273952,14.908697898106565,108.94723994167585,188.72196185076675,Escenario 1
HM000009,Camisetas,Temporada,TIENDA001,1.6555891238670697,1.142481562905206,548,97.39,40.88,60.3,7.0,42.0,20.0,41.0,19.419999999999995,86.09063444108763,6.132000000000001,16.756830586410295,11.589123867069487,3.022722092923572,16.57661532039338,102.75288515586794,187.6332351679526,Escenario 1
HM000009,Camisetas,Temporada,TIENDA002,1.7046153846153846,1.273717070502123,554,97.39,40.88,60.3,7.0,97.0,19.0,12.0,19.419999999999995,88.64,6.132000000000001,17.00312699071826,11.932307692307692,3.3699386092063417,17.492706397498154,104.26317470708439,191.64974716862284,Escenario 1
HM000009,Camisetas,Temporada,TIENDA003,1.622356495468278,1.035424904631873,537,97.39,40.88,60.3,7.0,2.0,24.0,23.0,19.419999999999995,84.36253776435046,6.132000000000001,16.5877981707968,11.356495468277947,2.739476798938707,15.876632186526813,101.71637838332596,184.89787643166434,Escenario 1
HM000009,Camisetas,Temporada,TIENDA004,1.701219512195122,1.0561014109445883,558,97.39,40.88,60.29999999999999,7.0,76.0,18.0,29.0,19.419999999999995,88.46341463414635,6.132000000000001,16.9861820433974,11.908536585365853,2.7941816926238086,16.518936378195136,104.15926829011286,191.3722437535275,Escenario 1
HM000009,Camisetas,Temporada,TIENDA005,1.7217125382262997,1.2305864742010135,563,97.39,40.88,60.3,7.0,97.0,23.0,0.0,19.419999999999995,89.52905198776759,6.132000000000001,17.088184233665018,12.051987767584098,3.2558257774956836,17.424100300451975,104.78474572083388,193.04532467496233,Escenario 1
HM000009,Camisetas,Temporada,TIENDA006,1.622356495468278,1.1570528941230775,537,97.39,40.88,60.3,7.0,70.0,24.0,23.0,19.419999999999995,84.36253776435046,6.132000000000001,16.5877981707968,11.356495468277947,3.0612742115972114,16.407597917413344,101.71637838332596,184.89787643166434,Escenario 1
HM000009,Camisetas,Temporada,TIENDA007,1.6738461538461538,1.175138148311225,544,97.39,40.88,60.3,7.0,,,,19.419999999999995,87.03999999999999,6.132000000000001,16.848970345276914,11.716923076923077,3.1091232965764393,16.846976516274204,103.31788615723804,189.13153554185342,Escenario 1
HM000009,Camisetas,Temporada,TIENDA008,1.7424242424242424,1.199171523289167,575,97.39,40.88,60.3,7.0,,,,19.419999999999995,90.60606060606061,6.132000000000001,17.19065992536277,12.196969696969697,3.172709629933636,17.4319405863602,105.41312666232453,194.7324879350518,Escenario 1
HM000009,Camisetas,Temporada,TIENDA009,1.6476190476190475,1.1646132108327738,519,97.39,40.88,60.3,7.0,,,,19.419999999999995,85.67619047619047,6.132000000000001,16.716447880251707,11.533333333333333,3.0812769294439537,16.617440266915857,102.50525840170347,186.9781781159892,Escenario 1
HM000009,Camisetas,Temporada,TIENDA010,1.7409638554216869,1.1367559869717905,578,97.39,40.88,60.3,7.0,,,,19.419999999999995,90.53012048192771,6.132000000000001,17.183454367076873,12.186746987951809,3.0075736428911375,17.149243498722186,105.3689421789154,194.61364846807203,Escenario 1
HM000010,Accesorios,Temporada,TIENDA001,1.427672955974843,0.7899935670133426,454,29.96,44.87,15.079999999999998,7.0,16.0,18.0,26.0,-29.79,74.23899371069183,6.730499999999999,14.852767123122353,9.9937106918239,2.090126515658144,13.442419442659837,99.966549122175,172.57085763160896,Escenario 1
HM000010,Accesorios,Temporada,TIENDA002,1.4376899696048633,0.853566128249842,473,29.96,44.87,15.079999999999998,7.0,93.0,27.0,14.0,-29.79,74.75987841945289,6.730499999999999,14.904781945170548,10.063829787234043,2.258323702897346,13.790063897014663,100.31663488197037,173.43301312817096,Escenario 1
HM000010,Accesorios,Temporada,TIENDA003,1.5405405405405406,0.8585198503481882,513,29.96,44.87,15.080000000000002,7.0,47.0,20.0,18.0,-29.79,80.10810810810811,6.730499999999999,15.428708404699428,10.783783783783784,2.271430019633695,14.53164331617938,103.84292191782949,182.21702135026192,Escenario 1
HM000010,Accesorios,Temporada,TIENDA004,1.4757575757575758,0.7645370504679144,487,29.960000000000004,44.87,15.079999999999998,7.0,72.0,28.0,2.0,-29.79,76.73939393939395,6.730499999999999,15.100819484239642,10.33030303030303,2.0227749036329397,13.66788162129738,101.6360655386749,176.6984598114022,Escenario 1
HM000010,Accesorios,Temporada,TIENDA005,1.5093167701863357,0.8173966151427694,486,29.96,44.87,15.08,7.0,81.0,19.0,36.0,-29.79,78.48447204968946,6.730499999999999,15.271553014516677,10.56521739130435,2.1626281661737408,14.133553865491022,102.78518756420449,179.56312785613,Escenario 1
HM000010,Accesorios,Temporada,TIENDA006,1.4891640866873066,0.8928843524111972,481,29.96,44.87,15.08,7.0,80.0,21.0,46.0,-29.79,77.43653250773994,6.730499999999999,15.169256060170934,10.424148606811146,2.362349946020983,14.322026017745767,102.09667791298045,177.84441302443557,Escenario 1
