sku,categoria,subcategoria,tienda,demanda_promedio,desviacion_demanda,ventas_totales,precio_promedio,costo_unitario,precio_venta,lead_time,stock_actual,stock_seguridad,stock_en_transito,margen_promedio,D,H,Q_opt,D_L,sigma_L,s_reorder,CTA,CTE,escenario
HM000007,Vestidos,Basico,TIENDA003,1.5041095890410958,0.8274876507435456,549,70.17,17.96,34.56,19.0,13.0,21.0,39.0,16.6,78.21369863013699,2.694,24.096702394653267,28.57808219178082,3.606935046618995,34.52952501870216,64.9165162511959,142.01741844297672,Escenario 1
HM000007,Vestidos,Basico,TIENDA004,1.5041095890410958,0.8274876507435456,549,70.17,17.96,34.56,19.0,63.0,17.0,35.0,16.6,78.21369863013699,2.694,24.096702394653267,28.57808219178082,3.606935046618995,34.52952501870216,64.9165162511959,142.01741844297672,Escenario 1
HM000007,Vestidos,Basico,TIENDA005,1.5041095890410958,0.8274876507435456,549,70.17,17.96,34.56,19.0,76.0,17.0,36.0,16.6,78.21369863013699,2.694,24.096702394653267,28.57808219178082,3.606935046618995,34.52952501870216,64.9165162511959,142.01741844297672,Escenario 1
HM000007,Vestidos,Basico,TIENDA006,1.5041095890410958,0.8274876507435456,549,70.17,17.96,34.56,19.0,29.0,20.0,28.0,16.6,78.21369863013699,2.694,24.096702394653267,28.57808219178082,3.606935046618995,34.52952501870216,64.9165162511959,142.01741844297672,Escenario 1
HM000008,Abrigos,Basico,TIENDA001,1.4904109589041097,0.8568028328530826,544,44.34,48.66,36.19,20.0,97.0,20.0,35.0,-12.47,77.50136986301371,7.2989999999999995,14.572632253791944,29.808219178082194,3.8317387551477657,36.130588124076006,106.36564282042741,182.39708203960552,Escenario 1
HM000008,Abrigos,Basico,TIENDA002,1.4904109589041097,0.8568028328530826,544,44.34,48.66,36.19,20.0,3.0,22.0,15.0,-12.47,77.50136986301371,7.2989999999999995,14.572632253791944,29.808219178082194,3.8317387551477657,36.130588124076006,106.36564282042741,182.39708203960552,Escenario 1
HM000008,Abrigos,Basico,TIENDA003,1.4904109589041097,0.8568028328530826,544,44.34,48.66,36.19,20.0,39.0,13.0,36.0,-12.47,77.50136986301371,7.2989999999999995,14.572632253791944,29.808219178082194,3.8317387551477657,36.130588124076006,106.36564282042741,182.39708203960552,Escenario 1
HM000008,Abrigos,Basico,TIENDA004,1.4904109589041097,0.8568028328530826,544,44.34,48.66,36.19,20.0,71.0,17.0,28.0,-12.47,77.50136986301371,7.2989999999999995,14.572632253791944,29.808219178082194,3.8317387551477657,36.130588124076006,106.36564282042741,182.39708203960552,Escenario 1
HM000008,Abrigos,Basico,TIENDA005,1.4904109589041097,0.8568028328530826,544,44.34,48.66,36.19,20.0,99.0,21.0,9.0,-12.47,77.50136986301371,7.2989999999999995,14.572632253791944,29.808219178082194,3.8317387551477657,36.130588124076006,106.36564282042741,182.39708203960552,Escenario 1
HM000008,Abrigos,Basico,TIENDA006,1.4904109589041097,0.8568028328530826,544,44.34,48.66,36.19,20.0,75.0,13.0,33.0,-12.47,77.50136986301371,7.2989999999999995,14.572632253791944,29.808219178082194,3.8317387551477657,36.130588124076006,106.36564282042741,182.39708203960552,Escenario 1
HM000009,Camisetas,Temporada,TIENDA001,1.6684931506849314,1.1349682563611474,609,97.39,40.88,60.3,17.0,42.0,20.0,41.0,19.419999999999995,86.76164383561644,6.132000000000001,16.822007049872603,28.364383561643834,4.679594002700114,36.085713666099025,103.15254722981882,188.69255109283253,Escenario 1
HM000009,Camisetas,Temporada,TIENDA002,1.6684931506849314,1.1349682563611474,609,97.39,40.88,60.3,17.0,97.0,19.0,12.0,19.419999999999995,86.76164383561644,6.132000000000001,16.822007049872603,28.364383561643834,4.679594002700114,36.085713666099025,103.15254722981882,188.69255109283253,Escenario 1
HM000009,Camisetas,Temporada,TIENDA003,1.6684931506849314,1.1349682563611474,609,97.39,40.88,60.3,17.0,2.0,24.0,23.0,19.419999999999995,86.76164383561644,6.132000000000001,16.822007049872603,28.364383561643834,4.679594002700114,36.085713666099025,103.15254722981882,188.69255109283253,Escenario 1
HM000009,Camisetas,Temporada,TIENDA004,1.6684931506849314,1.1349682563611474,609,97.39,40.88,60.3,17.0,76.0,18.0,29.0,19.419999999999995,86.76164383561644,6.132000000000001,16.822007049872603,28.364383561643834,4.679594002700114,36.085713666099025,103.15254722981882,188.69255109283253,Escenario 1
HM000009,Camisetas,Temporada,TIENDA005,1.6684931506849314,1.1349682563611474,609,97.39,40.88,60.3,17.0,97.0,23.0,0.0,19.419999999999995,86.76164383561644,6.132000000000001,16.822007049872603,28.364383561643834,4.679594002700114,36.085713666099025,103.15254722981882,188.69255109283253,Escenario 1
HM000009,Camisetas,Temporada,TIENDA006,1.6684931506849314,1.1349682563611474,609,97.39,40.88,60.3,17.0,70.0,24.0,23.0,19.419999999999995,86.76164383561644,6.132000000000001,16.822007049872603,28.364383561643834,4.679594002700114,36.085713666099025,103.15254722981882,188.69255109283253,Escenario 1
HM000010,Accesorios,Temporada,TIENDA001,1.4273972602739726,0.7867830373074086,521,29.96,44.87,15.08,13.0,16.0,18.0,26.0,-29.790000000000003,74.22465753424657,6.730499999999999,14.85133295651891,18.556164383561644,2.8367865836771586,23.236862246628956,99.95689646385051,172.54711140905601,Escenario 1
HM000010,Accesorios,Temporada,TIENDA002,1.4273972602739726,0.7867830373074086,521,29.96,44.87,15.08,13.0,93.0,27.0,14.0,-29.790000000000003,74.22465753424657,6.730499999999999,14.85133295651891,18.556164383561644,2.8367865836771586,23.236862246628956,99.95689646385051,172.54711140905601,Escenario 1
HM000010,Accesorios,Temporada,TIENDA003,1.4273972602739726,0.7867830373074086,521,29.96,44.87,15.08,13.0,47.0,20.0,18.0,-29.790000000000003,74.22465753424657,6.730499999999999,14.85133295651891,18.556164383561644,2.8367865836771586,23.236862246628956,99.95689646385051,172.54711140905601,Escenario 1
HM000010,Accesorios,Temporada,TIENDA004,1.4273972602739726,0.7867830373074086,521,29.96,44.87,15.08,13.0,72.0,28.0,2.0,-29.790000000000003,74.22465753424657,6.730499999999999,14.85133295651891,18.556164383561644,2.8367865836771586,23.236862246628956,99.95689646385051,172.54711140905601,Escenario 1
HM000010,Accesorios,Temporada,TIENDA005,1.4273972602739726,0.7867830373074086,521,29.96,44.87,15.08,13.0,81.0,19.0,36.0,-29.790000000000003,74.22465753424657,6.730499999999999,14.85133295651891,18.556164383561644,2.8367865836771586,23.236862246628956,99.95689646385051,172.54711140905601,Escenario 1
HM000010,Accesorios,Temporada,TIENDA006,1.4273972602739726,0.7867830373074086,521,29.96,44.87,15.08,13.0,80.0,21.0,46.0,-29.790000000000003,74.22465753424657,6.730499999999999,14.85133295651891,18.556164383561644,2.8367865836771586,23.236862246628956,99.95689646385051,172.54711140905601,Escenario 1
HM000011,Abrigos,Temporada,TIENDA001,1.5863013698630135,1.0542060014731818,579,73.11,23.44,33.13,20.0,18.0,21.0,47.0,9.69,82.4876712328767,3.516,21.661328374425498,31.72602739726027,4.714552563164556,39.50503912648179,76.16123056448005,157.37601959187734,Escenario 1
HM000011,Abrigos,Temporada,TIENDA002,1.5863013698630135,1.0542060014731818,579,73.11,23.44,33.13,20.0,49.0,17.0,1.0,9.69,82.4876712328767,3.516,21.661328374425498,31.72602739726027,4.714552563164556,39.50503912648179,76.16123056448005,157.37601959187734,Escenario 1
HM000011,Abrigos,Temporada,TIENDA003,1.5863013698630135,1.0542060014731818,579,73.11,23.44,33.13,20.0,7.0,19.0,13.0,9.69,82.4876712328767,3.516,21.661328374425498,31.72602739726027,4.714552563164556,39.50503912648179,76.16123056448005,157.37601959187734,Escenario 1
HM000011,Abrigos,Temporada,TIENDA004,1.5863013698630135,1.0542060014731818,579,73.11,23.44,33.13,20.0,53.0,25.0,47.0,9.69,82.4876712328767,3.516,21.661328374425498,31.72602739726027,4.714552563164556,39.50503912648179,76.16123056448005,157.37601959187734,Escenario 1
HM000011,Abrigos,Temporada,TIENDA005,1.5863013698630135,1.0542060014731818,579,73.11,23.44,33.13,20.0,71.0,21.0,30.0,9.69,82.4876712328767,3.516,21.661328374425498,31.72602739726027,4.714552563164556,39.50503912648179,76.16123056448005,157.37601959187734,Escenario 1
HM000011,Abrigos,Temporada,TIENDA006,1.5863013698630135,1.0542060014731818,579,73.11,23.44,33.13,20.0,64.0,20.0,28.0,9.69,82.4876712328767,3.516,21.661328374425498,31.72602739726027,4.714552563164556,39.50503912648179,76.16123056448005,157.37601959187734,Escenario 1
HM000012,Abrigos,Basico,TIENDA001,1.6904109589041096,1.1314879321225275,617,54.24000000000001,34.61,51.54,9.0,1.0,13.0,34.0,16.93,87.9013698630137,5.1915,18.402057791356484,15.213698630136987,3.3944637963675826,20.814563894143497,95.53428302382716,182.16310224300523,Escenario 1
HM000012,Abrigos,Basico,TIENDA002,1.6904109589041096,1.1314879321225275,617,54.24000000000001,34.61,51.54,9.0,39.0,11.0,4.0,16.93,87.9013698630137,5.1915,18.402057791356484,15.213698630136987,3.3944637963675826,20.814563894143497,95.53428302382716,182.16310224300523,Escenario 1
HM000012,Abrigos,Basico,TIENDA003,1.6904109589041096,1.1314879321225275,617,54.24000000000001,34.61,51.54,9.0,89.0,21.0,23.0,16.93,87.9013698630137,5.1915,18.402057791356484,15.213698630136987,3.3944637963675826,20.814563894143497,95.53428302382716,182.16310224300523,Escenario 1
HM000012,Abrigos,Basico,TIENDA004,1.6904109589041096,1.1314879321225275,617,54.24000000000001,34.61,51.54,9.0,81.0,21.0,47.0,16.93,87.9013698630137,5.1915,18.402057791356484,15.213698630136987,3.3944637963675826,20.814563894143497,95.53428302382716,182.16310224300523,Escenario 1
HM000012,Abrigos,Basico,TIENDA005,1.6904109589041096,1.1314879321225275,617,54.24000000000001,34.61,51.54,9.0,11.0,15.0,4.0,16.93,87.9013698630137,5.1915,18.402057791356484,15.213698630136987,3.3944637963675826,20.814563894143497,95.53428302382716,182.16310224300523,Escenario 1
HM000012,Abrigos,Basico,TIENDA006,1.6904109589041096,1.1314879321225275,617,54.24000000000001,34.61,51.54,9.0,14.0,21.0,25.0,16.93,87.9013698630137,5.1915,18.402057791356484,15.213698630136987,3.3944637963675826,20.814563894143497,95.53428302382716,182.16310224300523,Escenario 1
HM000013,Accesorios,Temporada,TIENDA001,1.6465753424657534,1.0182513279995038,601,79.0,37.91,17.39,17.0,67.0,21.0,34.0,-20.52,85.62191780821918,5.6865,17.353414951884425,27.991780821917807,4.198357778767408,34.91907115688403,98.68019412389077,182.59252163074007,Escenario 1
HM000013,Accesorios,Temporada,TIENDA002,1.6465753424657534,1.0182513279995038,601,79.0,37.91,17.39,17.0,38.0,22.0,46.0,-20.52,85.62191780821918,5.6865,17.353414951884425,27.991780821917807,4.198357778767408,34.91907115688403,98.68019412389077,182.59252163074007,Escenario 1
HM000013,Accesorios,Temporada,TIENDA003,1.6465753424657534,1.0182513279995038,601,79.0,37.91,17.39,17.0,2.0,18.0,36.0,-20.52,85.62191780821918,5.6865,17.353414951884425,27.991780821917807,4.198357778767408,34.91907115688403,98.68019412389077,182.59252163074007,Escenario 1
HM000013,Accesorios,Temporada,TIENDA004,1.6465753424657534,1.0182513279995038,601,79.0,37.91,17.39,17.0,50.0,25.0,1.0,-20.52,85.62191780821918,5.6865,17.353414951884425,27.991780821917807,4.198357778767408,34.91907115688403,98.68019412389077,182.59252163074007,Escenario 1
HM000013,Accesorios,Temporada,TIENDA005,1.6465753424657534,1.0182513279995038,601,79.0,37.91,17.39,17.0,5.0,24.0,28.0,-20.52,85.62191780821918,5.6865,17.353414951884425,27.991780821917807,4.198357778767408,34.91907115688403,98.68019412389077,182.59252163074007,Escenario 1
HM000013,Accesorios,Temporada,TIENDA006,1.6465753424657534,1.0182513279995038,601,79.0,37.91,17.39,17.0,69.0,23.0,18.0,-20.52,85.62191780821918,5.6865,17.353414951884425,27.991780821917807,4.198357778767408,34.91907115688403,98.68019412389077,182.59252163074007,Escenario 1
HM000014,Accesorios,Basico,TIENDA001,1.7013698630136986,1.1631348733937317,621,91.56,16.74,46.53,10.0,72.0,19.0,46.0,29.790000000000003,88.47123287671234,2.5109999999999997,26.545608262280133,17.013698630136986,3.678155425895774,23.082655082865013,66.6560223465854,154.0083827438457,Escenario 1
HM000014,Accesorios,Basico,TIENDA002,1.7013698630136986,1.1631348733937317,621,91.56,16.74,46.53,10.0,66.0,26.0,47.0,29.790000000000003,88.47123287671234,2.5109999999999997,26.545608262280133,17.013698630136986,3.678155425895774,23.082655082865013,66.6560223465854,154.0083827438457,Escenario 1
HM000014,Accesorios,Basico,TIENDA003,1.7013698630136986,1.1631348733937317,621,91.56,16.74,46.53,10.0,49.0,14.0,40.0,29.790000000000003,88.47123287671234,2.5109999999999997,26.545608262280133,17.013698630136986,3.678155425895774,23.082655082865013,66.6560223465854,154.0083827438457,Escenario 1
HM000014,Accesorios,Basico,TIENDA004,1.7013698630136986,1.1631348733937317,621,91.56,16.74,46.53,10.0,82.0,22.0,15.0,29.790000000000003,88.47123287671234,2.5109999999999997,26.545608262280133,17.013698630136986,3.678155425895774,23.082655082865013,66.6560223465854,154.0083827438457,Escenario 1
HM000014,Accesorios,Basico,TIENDA005,1.7013698630136986,1.1631348733937317,621,91.56,16.74,46.53,10.0,58.0,12.0,16.0,29.790000000000003,88.47123287671234,2.5109999999999997,26.545608262280133,17.013698630136986,3.678155425895774,23.082655082865013,66.6560223465854,154.0083827438457,Escenario 1
HM000014,Accesorios,Basico,TIENDA006,1.7013698630136986,1.1631348733937317,621,91.56,16.74,46.53,10.0,84.0,16.0,25.0,29.790000000000003,88.47123287671234,2.5109999999999997,26.545608262280133,17.013698630136986,3.678155425895774,23.082655082865013,66.6560223465854,154.0083827438457,Escenario 1
HM000015,Pantalones,Basico,TIENDA001,1.5123287671232877,0.87579558893229,552,28.4,32.71,87.54,15.0,47.0,24.0,20.0,54.830000000000005,78.64109589041095,4.9065,17.90415688472433,22.684931506849317,3.391941730616676,28.28163536236683,87.84674575489991,165.85333333024238,Escenario 1
HM000015,Pantalones,Basico,TIENDA002,1.5123287671232877,0.87579558893229,552,28.4,32.71,87.54,15.0,31.0,13.0,18.0,54.830000000000005,78.64109589041095,4.9065,17.90415688472433,22.684931506849317,3.391941730616676,28.28163536236683,87.84674575489991,165.85333333024238,Escenario 1
HM000015,Pantalones,Basico,TIENDA003,1.5123287671232877,0.87579558893229,552,28.4,32.71,87.54,15.0,81.0,19.0,13.0,54.830000000000005,78.64109589041095,4.9065,17.90415688472433,22.684931506849317,3.391941730616676,28.28163536236683,87.84674575489991,165.85333333024238,Escenario 1
HM000015,Pantalones,Basico,TIENDA004,1.5123287671232877,0.87579558893229,552,28.4,32.71,87.54,15.0,22.0,25.0,36.0,54.830000000000005,78.64109589041095,4.9065,17.90415688472433,22.684931506849317,3.391941730616676,28.28163536236683,87.84674575489991,165.85333333024238,Escenario 1
HM000015,Pantalones,Basico,TIENDA005,1.5123287671232877,0.87579558893229,552,28.4,32.71,87.54,15.0,86.0,22.0,27.0,54.830000000000005,78.64109589041095,4.9065,17.90415688472433,22.684931506849317,3.391941730616676,28.28163536236683,87.84674575489991,165.85333333024238,Escenario 1
HM000015,Pantalones,Basico,TIENDA006,1.5123287671232877,0.87579558893229,552,28.4,32.71,87.54,15.0,10.0,17.0,45.0,54.830000000000005,78.64109589041095,4.9065,17.90415688472433,22.684931506849317,3.391941730616676,28.28163536236683,87.84674575489991,165.85333333024238,Escenario 1
HM000016,Camisetas,Temporada,TIENDA001,1.473972602739726,0.8237590395809222,538,84.19,14.95,86.61,15.0,53.0,26.0,9.0,71.66,76.64657534246575,2.2424999999999997,26.145391504484525,22.10958904109589,3.1904050415847283,27.37375735971069,58.63104044880654,134.89060190086133,Escenario 1
HM000016,Camisetas,Temporada,TIENDA002,1.473972602739726,0.8237590395809222,538,84.19,14.95,86.61,15.0,23.0,16.0,48.0,71.66,76.64657534246575,2.2424999999999997,26.145391504484525,22.10958904109589,3.1904050415847283,27.37375735971069,58.63104044880654,134.89060190086133,Escenario 1
HM000016,Camisetas,Temporada,TIENDA003,1.473972602739726,0.8237590395809222,538,84.19,14.95,86.61,15.0,11.0,17.0,45.0,71.66,76.64657534246575,2.2424999999999997,26.145391504484525,22.10958904109589,3.1904050415847283,27.37375735971069,58.63104044880654,134.89060190086133,Escenario 1
HM000016,Camisetas,Temporada,TIENDA004,1.473972602739726,0.8237590395809222,538,84.19,14.95,86.61,15.0,1.0,23.0,29.0,71.66,76.64657534246575,2.2424999999999997,26.145391504484525,22.10958904109589,3.1904050415847283,27.37375735971069,58.63104044880654,134.89060190086133,Escenario 1
